"Participant","Session","Scenario","ldg","app","alt","spd","time","oddball","oddball_RT","oddball_RT_log","oddball_percentage","oddball_percentage_log","TLX","TLX_raw","TLX_weighted","simu_global_perf","workload_global"
"P005",3,"IFR-high",-0.768829723041538,-0.925634743709577,-1.95613855883768,-1.82961223194364,-1.41791729731963,0.803937996749647,0.955077765899582,-0.0459625115553281,80.7692307692308,4.39159608569003,0.674794187932264,84.1666666666667,91.6666425,-1.22692731398819,0.739366092340956
"P006",3,"IFR-high",0.1302095592128,0.247856492616786,-0.037753889357212,0.0949082184514892,1.05976759009721,-0.590195202487727,0.561617819634887,-0.576933696654825,38.961038961039,3.66256214579656,-0.462499387234468,71.6666666666667,76.333343,0.256800585456361,-0.526347294861097
"P007",3,"IFR-high",-0.124974116127136,-0.134876509971205,-0.291127170813289,-0.257523229383474,-0.436230356295883,0.406527384143876,1.04641747286348,0.0453723996542836,28.0487804878049,3.33394515465299,1.05389204632117,88.3333333333333,90.9999725,-0.217953236420432,0.730209715232522
"P008",3,"IFR-high",0.642020771161642,0.884524319805865,0.369823705924557,0.863200222803511,-0.463654676600186,0.0538832768910303,0.683919284969558,-0.379915372753128,64.6153846153846,4.16845253437582,0.219876757865571,79.1666666666667,89.666639,0.504892344254719,0.136880017378301
"P009",3,"IFR-high",-3.10919704128695,-1.7889220802867,-1.17122523079231,-0.992686780306704,-0.718802578414721,1.03050735712085,1.1984521249217,0.181030828263574,55.5555555555556,4.01738352108597,-0.386679815556689,72.5,76.3333155,-1.94442431698485,0.321913770782082
"P010",3,"IFR-high",0.908731665294428,1.32968234257527,1.34852616801535,0.457436638264289,0.0323097559765151,1.06885706879645,1.20494881493971,0.186437088811979,58.5365853658537,4.06965194963173,-0.159221100523342,75,78.333316,0.838685901842485,0.454817984136554
"P011",3,"IFR-high",-0.979832363497506,-1.66261739309956,-0.146434519272227,-1.03558847570437,0.551018295044492,0.475585295273684,1.06657864962331,0.0644560017547937,29.8245614035088,3.39533226220976,2.11536604981012,100,100.00004,-0.735976259353753,1.2954756725419
"P012",3,"IFR-high",-1.27902927590533,-1.56691573558303,-0.811561378833737,-0.61746445631277,1.01944094830464,-0.16327486545095,0.697403757881336,-0.360390756339078,40.3225806451613,3.6969116258112,1.05389204632117,88.3333333333333,89.333298,-0.808086803725869,0.44530859043511
"P013",3,"IFR-high",0.744032095976171,1.27832947766207,0.135335945874525,0.826267549729768,0.0117440523560383,0.646413110053454,1.06283169352158,0.060936755235688,41.4634146341463,3.72481146334,-0.689958102267815,69.1666666666667,71.333309,0.635364392233829,-0.0217724961071804
"P014",3,"IFR-high",-0.405408540388115,-0.306207842630888,0.269966405505888,0.455906717351652,0.978387789111666,-0.12891442837219,0.78097640149432,-0.247210345355269,28.9156626506024,3.36438340853944,2.03954647813234,99.1666666666667,99.00007,0.0475445442455015,0.955316024880076
"P015",3,"IFR-high",0.576885757080345,1.07672294629789,0.337331163501864,0.031054175875767,-0.690026595941772,-0.584733444203607,0.587202308141739,-0.532385870930464,33.6734693877551,3.516710268784,-2.66126696589015,47.5,61.6666355,0.344016556292201,-1.62300020504688
